,Sentence,Label
2546,Raju Ettan powli BOX tharathu,Positive
2547,ith pwolikkum enn urappullavar adi like,Positive
2548, Mammookka fans ente channel onnu nokkeechu poone. Veruthe aakillaaa,Neutral
2549, Annum inum ee manilla natturajavuu lalettan matram ettan ishtam,Positive
2550, 1st show  njaan ang edukkuvaaa,Positive
2551, best actor movie orma vannavarundo ivide ???,Neutral
2552, 190k views 195k like poli thanne YouTube ilum tallu tudangiyiale,Neutral
2553, Idhinde teasern verum 50k like ullu,Neutral
2554,Supr team mammookka from team ettan,Neutral
2555, Happy birthday mammokka  Trailer kidu padam thakarkkum,Positive
2556, Poojapura mohanan fans moonchi. ഇക്ക പൊളി,Negative
2557,Enikku onnum manasilayikkilla..... Filim kandal enthengilum thiriyo aavoo..,Neutral
2558, Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam,Negative
2559, Lallikkka polich eee...kanditum kandittum kodhitheerunnnillla...ante vismayameeee,Positive
2560,ee vaga items okke kandu maduthade....oru maatavumilla.,Negative
2561, Adi poli ini relees aayal mathi,Positive
2562,Kodutha pani tirichu annakkil kittunnath kando,Negative
2563, Ithe kandirikkum enn ullvar like itte pokko 🤨,Positive
2564,tovino machan rahul Gandhi aayi thonniyavarundo like,Neutral
2565, Mattoru china town aavathirunnal mathiyayrunnu.. nalla ooola trailer,Negative
2566, Oru 10 pravishyM kandu ttaa rashidheee Chayim kadim marakkanda,Neutral
2567,Tovino chettan fans ille,Neutral
2568, Ho aaa BGM. Mammookka ithu oru pwoli pwolikkum,Positive
2569,Mammokka fan ayathil njan abhimanam kollunnu polichadukki trailor eni theataril kanam,Positive
2570, Vellimoonga pole oru padam aanen thonunn.... polikkum,Positive
2571, Ekka yude strong character .enn abhiprayam ullavar like adiii,Neutral
2572, Dislike  Adicha Mammookka Fans  Njagade #ettante varav KaneKulirke Kandota...........................,Negative
2573, Mamangam Release date mattiyo ???  Wikipedia  il December 12 ??????,Neutral
2574, Entha trailer oru rakshayum illa kidu item,Positive
2575, Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk,Negative
2576,Mara paazhu mega mairananil ninnum ethil koodutal pratheeshikaruthu   1980 kalile rajanikanthinu padikkunnu verum chavaru mairan....,Negative
2577, ethra thavana kandaalum veeryam koodunna kolakolli item,Positive
2578, Action  scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum.......chettante carrier best aayirikkum ChandrothPanickar enna kadhapatram...waiting,Positive
2579, Ithentha big b remakeoo Ennayaalum maassssss item annn mammuka vere level,Positive
2580,Trailerinayi ravile 11 mani muthal ivde kuthiyirikkunnavarundo,Neutral
2581, Eee muvie supperb aavumnnu urappullavar like hear,Positive
2582, L U C I F E R,Neutral
2583, njanaru..malapuram karana..ivde arum ingane sasarikarilla..mapila aya ingane sasarikavoo ennu priya darshanodu ara paranjadu...🤣,Neutral
2584,Panangad karu und engil like adikuuu,Neutral
2585,WOOOOOW  Mathi  Ithumathi  mammookkaa,Positive
2586, Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta,Negative
2587, Last Title Bgm Kola Masss..,Positive
2588, Angane Malayalathinu puthiya our director koode kitti,Neutral
2589, Trailer kanditt pokathe like button adichitt pokane,Neutral
2590, Prithviraj aanu new character ennu arinjathinu shesham trailer kaanaan vannavar undo? Enkkil like here,Neutral
2591, Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........,Positive
2592, Eppam samayam 1:20 am 4million views 2:30 am akumbozhelum akumo(saudi time),Neutral
2593, Polichu  Pakka Oru Telugu Thriller Movie Pole Und.. Enthayalum Lucifer Theater Polichadukkam...,Positive
2594,Qureshi enn Peru kettvar etra perund?,Neutral
2595, Ith polikkum,Positive
2596, Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,Positive
2597,Njammuke ikkade MadhuraRajayude Trailarinaayi wait cheyyunnavar undenkil adicho ivide oru like,Neutral
2598,Trailer nannayutu untu valthukkal mokanlol Sir and fans,Positive
2599, Trailer kanan vanna katta Lalettan fans undel like adikku machanmare.....,Neutral
2600, Ithupole ishtappettittilla mattorale en Happy birthday pinnokka,Positive
2601,Padam polikum,Positive
2602,Mammokka fans like button adich tholakk makkale,Neutral
2603,Njn 6 vettam kandu.. Kandittum kandittum romancham maarunnilla,Positive
2604, oru rkshem illa makkale manikyam aayitulla angathin orungikko,Positive
2605, Last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa,Positive
2606, Ikkaa...  nigalu mass aanu...  pinnem pinnem irunna kanan thonnuvaa....,Positive
2607, Romanjification enta ponnikka nigal vere leval Aanu...,Positive
2608, ethukandalariyam e padam padakkam pole pottum,Negative
2609, Dislike adicha guhanolikalkk...നടു വിരൽ നമസ്കാരം,Negative
2610, Nta ummoo oru rakshayum illa pwolich,Positive
2611, Teluguvilum tamililum dub cheyth irakando athine Patti news onnum ketillalo,Neutral
2612, Asif aliye kaanathe poyadh njan mathrm anno???,Neutral
2613, Ipolum trailer kanan vannavar like adikk,Neutral
2614, Oru vattam kandittum veendum kanan vannavar like adikke...,Positive
2615, Ippol thanne ethra pravashyam Kandu ennu enikkariyilla,Positive
2616, Movie kanditt evide vannavar like,Neutral
2617, Repeat adichu kanunnavar  ivide like അടിച്ചേ..,Neutral
2618, Aaadai film orma vannavar ivide camon,Neutral
2619, Trailer pwoli ............... .25,Positive
2620, Jayasuriya Vijaya Babu Combination After Aadu Movie.,Positive
2621,Ikka fan aa but first day thanne odiyan kanum,Positive
2622,priya dharshante vijaram muslimsinte slag eppolum inganeyanna....endhu dialoga boru aanu dialogue shaili mattuga...,Negative
2623, entammo english trailer kaanunna feel.. ith polikkum,Positive
2624, Laletttaaan fans adichu potikda like button,Neutral
2625, Ini vendathu oru 100kodiyanu... athu ithiloode kittatte,Positive
2626, After pokkiri raja prithviraj and ikka has just arrived. Pinna entho nokkana adikada prithvi ikka fans like,Neutral
2627, Mammookka fans inu like adikkan ulla comment,Neutral
2628, Lucifer mass dialogues Ellam onnu comment cheyammo,Neutral
2629, Ente ichayooo....  Athre parayunnulluuu.... Ennu manasil karuthiyavar hit like here.....,Neutral
2630, machaa.......aa BGM ente manasill angottu keri polipolikukayaanu,Positive
2631,TvM massive thirichuvaravanalo,Negative
2632, eee prayathilum ennaaa look ekka keee,Positive
2633, 10 _ 30  poora..readkm 10_ 60 allleeee...,Neutral
2634, Enta ikka polichu   Kidu item  Ethu polikkum,Positive
2635, teaser kandappol katta valippanu ennu thonni,Positive
2636, Diriection mosamanu ennoru thonnal.. oru feel varunnilla,Negative
2637, Mass +class = #lalettan Nalla katta kidu look...,Positive
2638, Padam motham twistukal aayirikkumennathil samshayamilla,Positive
2639, Ee cinema kand kazhinj..... ithinte second part aagrahikunavar like and comment,Neutral
2640, Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting,Positive
2641, Padam kand hype adich trailer kanan vannavar like adichey nokkattey,Neutral
2642, Madhura raja kku wait cheytha lucifer fans like adi...,Neutral
2643, Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive
2644,Ayyo dharidhryam.avideyum undada lallettan prescence.qureshi.qureshi abraham.lucifer,Neutral
2645,17k views 122k likes 12k dislikes  #How is it possible..🤔,Neutral
2646, Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please,Negative
2647, Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ,Negative
2648, 0:43 muvattupuzha grand centre mall alle?? Muvattupuzha kaar indo ivude?,Neutral
2649, Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu,Positive
2650,സണ്ണി chechy fanz adich polikk...,Neutral
2651, Indian cinimayil mamankathe vellan anoruttan Vere janikanam,Positive
2652,Mammookkka s just vere level broo,Positive
2653, Katta waiting  adi macha like,Neutral
2654, Oru saada nalla naatin purathe kada..athre ullu...aenike ishtta pettu.,Positive
2655,E trailernu dislike adikkunnavanmaarudae aa manassundalllo....oh.... Namikkaathae vayya,Negative
2656, Prithviraj Fans Like Adikkan ulla Comment,Neutral
2657,Madhuraraja trailer ishtapetta lalettan fans onn like adiche,Neutral
2658, Surajettante voice oru podik koodi aged avannu,Negative
2659, Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala,Positive
2660, Appo booking eppalannu start aavane 🤩🤩🤩🤩,Positive
2661, Padam kandu vannavare adi like,Neutral
2662, Dislike adikkan thanthaku munp undayavanmar vannallo,Negative
2663, Suraj ettan fans fans like ivide,Positive
2664, dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3,Positive
2665,Trailer polinu paryavur like adi,Neutral
2666, Views hang aayallo 462k thanne nikkuvw,Neutral
2667,Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku,Positive
2668, Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham,Positive
2669, Powlichu. Njan ipo 25 pravisham kandu. Laletta adipoli. Katta waiting,Positive
2670, Malayala cinemaye Indian film industry il uyarthiya mass thriller 'Lucifer',Positive
2671, Ividippo Malayalikal kuravanallo  #Lalettan #Prithviraj #Lucifer,Neutral
2672,Adipoli teaser onnu parayan illa,Positive
2673, 2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..,Neutral
2674,Mammukka fans  Suriya fans  Vijay fans like adikk ivide,Neutral
2675, Jayasurya chettan mass lookaaa pakka mass don,Positive
2676, Near to 1M Keri pwolikken ikka boyz,Neutral
2677, Ee quliti anu Malayalam filims vadathu,Neutral
2678,Mammooka ninghal mass aa pwoli item,Positive
2679, D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.,Positive
2680, Pwlichh adukki. ...mass trailer. ....vere levell padamayirikkum. .....katta support from an ikka fan,Positive
2681,Sunny leone kaanan veendi vannavar like adikkuu,Neutral
2682, 160k like avanam ennullavar like adi,Neutral
2683, Lalettan & Ikka Ki Jaiii....... Frdzzz... Fishing Videos or Tech. Thalparyam ullavar nammude chanel sandharshikuka...,Neutral
2684,2019 peranbil thudangi maamankathil ethi nikkunnu veshapakarchayude thamburaan. MAMMOOTTY,Positive
2685, Eth 300 cr. Ethanam ennullavar like adikk,Neutral
2686,23 k  unlike   hehe   idum  kanji  tanne,Negative
2687, Ee padathien ethra Kali aaiiyalum mammuni enn parayunna nadante oru padathinum ithinte collection record thakarkan pattitila...nthin pakuthi polum ilaaa,Negative
2688, Dislike adichavanmar kku vere pani onnun ille avvo,Neutral
2689, Ambo... marakam ikka polichu by katta lalettan fan,Positive
2690, Padam kidu mooneee kaanan marakkalle ethupole padam kandillegill you is bad man,Positive
2691, Enakke trailer ishtappettilla   Enikke toonnunnath ee padam pottum ennaan           Only personal opinion,Negative
2692, Kidilan....... Lalettan  pritvi,Positive
2693, Koreye naalayi adi padam kandit..,Neutral
2694, Enter perilum oru film..athum njn Canadel,Neutral
2695, iyalith verthe parayuvaan puthumukha samvidhayakan aanenn,Positive
2696,Padathin hipe koottan trailer irakki ulla hippum koodi kondupoyi kalanju enn kettapol ithrayum pratheekshichilla,Neutral
2697,peru ketapol e unda pottum ennaanu karuthiyath. but unda load aayappol alle manasilaayath.... e unda pottilla,Positive
2698,H b d mammokkka.... Best actor ooormavannavar ndoo.....,Positive
2699,pandu mamangam nadannirunna nila nadiyude terrathulla nattukkar undo lyke adichu powlikku,Neutral
2700, Ningal mohanlal fan annel like adiku...,Neutral
2701, Ee trailer il devane kandavar ivide like,Neutral
2702, kanunnathin  anusarich veendum veendum kanan thonnunu,Positive
2703, Padam hit laleetan fans like adi,Positive
2704, Ithann njangal kaathirunna vintage ettan  love you etta,Positive
2705, Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee....  uff romanjam_ahangaaram#ikka,Neutral
2706, Eee cheenja slr thokk vech aana ivar pokune,Neutral
2707, Ee padam vijayikummennu orruppullavar adi oru like,Positive
2708,Malayalam cinema technical aayi orupaad uyarattee. Valiya budget quality films iniyum ithe pole undavatte.,Positive
2709, Ayyeee Lucifer Oru political movie athine copy adichu madura raja Ee cinema director COPY SUNDAR  aano🤭,Negative
2710,Prithvi yude memories um Ekka yude big b yum orimich kalicha poale,Positive
2711, Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu,Positive
2712,Innu pokum lucifer kaanan katta thrill aanu,Positive
2713, Pothirachi oru 4 kilo aanu 2 alla,Neutral
2714,Padam heavy.padam kandathinu Shesham trailer kanan vannavar,Positive
2715, Visvasichu kudea varunnavare jeevan koduthum samrakshikkum,Neutral
2716,Rajuetan direction kidilanavumenn ee trailer kandal urappikkam.. oru rakshayumilla,Positive
2717,Aganee youtubeinte karyathil oruu tirumanam ayyi,Neutral
2718, Superb trailer from lalettan fan ....ikka polichu,Positive
2719, Youtube adichu poi makkale.. Raja vannu......,Positive
2720, Vannu vannu avan vannuIkka love yuu,Positive
2721, Dialog  bora ettan .saatha dilogu matre pattu .dileep .mammoka  dilogu suppera,Negative
2722, Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...,Positive
2723, Raja de randam varavini kodi kayaran ini kurach manikoorukal mathram.....idikatta waiting,Positive
2724, Madhuraraj teaser kidu Lucifer kandittu venam feedback tharannnnn vegam kothupikkathe iduvvo,Positive
2725,407 dislike haaa oka mumuty fans ayerikyum kastam,Negative
2726,Ente  ponnu annaa oru rekshayum ellaaa....katta waiting...,Positive
2727, Keralathinu purathu ninnulla anyaphashakar adi like,Neutral
2728,Churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa,Positive
2729,Lalettan paranjal kanathe pattume   Lalettan ishtam,Neutral
2730, Lalettan fan but aa lastle chadeet oru pedayille polichuuu,Positive
2731, Ittymani fansin pokunnavar ivde like chey,Neutral
2732, Madhura Raja Theme 8D Bgm  and share A katta mammuqa fann..,Neutral
2733, Kidu trailer  by katta mammooka fan,Positive
2734,Exam kazhiyatte makkale... enikkum onnu armandukkanam..oh..,Positive
2735, mammutty guest role aanenn thonunnu piller pwolichu 🤘🤘,Neutral
2736, Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler,Positive
2737,ethra thavana kandu ennu comment cheyyumoo,Neutral
2738, Loocheeperinte kalem ethi mekkale ellarun meri nikk,Negative
2739, Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley,Positive
2740, Pullu,Neutral
2741, Lokal poyi Madhura raja teaser kanada,Negative
2742, Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin,Positive
2743, adipoli trailer . waiting madura raja,Positive
2744, Cinema pottiyathinnu shaesham kanunavar like adichae,Neutral
2745, 4 M views aayonne nokkaan vannavar undo???? 🤔,Neutral
2746, Alla pokri rajyil sidekinety Kai vettuley,Neutral
2747,Surajettan sound modulation kurach koodi nannakamayirunnu,Negative
2748, Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu,Positive
2749, Ambooo  Ettan kidu acting  Raju Ettan poli making,Positive
2750, eth 14k alavalathikal aanu dislike adichath,Negative
2751, Ennalum ee tamilanmark ntha ithil karyam,Neutral
2752,ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5,Negative
2753, Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu,Positive
2754, Onnum parayan illa laletta u trigger again ...,Positive
2755, Memories + D16 + Great Father + Ganster :P,Neutral
2756, Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam,Positive
2757, Trailer ishtapettavarkku ivide vannu like adichittu pokam,Positive
2758,KATTA  ETTAN FANS CANT SCROLL WITHOUT LIKING AND SUBSCRIBING THIS POST  AND ME,Neutral
2759, Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo,Neutral
2760, Innale rathri 10manikk nokiyappol 200k views ippoyathaa 2m views... Trailer Pwolichu... Lalettan-Prithvi Combo  Padam 150+cr nedumennurappullavar like adiii,Positive
2761,Suragaattadaa kidu luck   .   Qatar biggest shopping mall  watch my chanall,Positive
2762, L2  EMPURAN LOADING SOON..KALLI THEERNILLA MAKKALLE .,Positive
2763, Mass trailer kidu bgm ikka thakarthu.,Positive
2764,Poli trailer. Kidu onnum parayan illa. I am waiting.. mamangam,Positive
2765,Mammootty fieldoutaayi ennu rodhikkunna fans ee trailor kandittu vaayil viralitottirikkayaaanu,Negative
2766, ippo mansilai e padam 8 nilayil pottum,Negative
2767, bgm kollam greater father ila villianila poola,Positive
2768, Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer,Positive
2769, Fan show tikket kayyil kittiyavar like it,Neutral
2770, Trailer kandittu dquntea Instagram  post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰,Neutral
2771, Ettavum kooduthal like kittiya comment akkanam ithu,Neutral
2772, Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth,Positive
2773, Ee maha Ravanane Anganyonum othukan patilla Sideeqe,Neutral
2774, Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa,Positive
2775, Nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa,Positive
2776, Veendum slow motion kanichu alukale vadiyakkan ethittundu,Negative
2777, super filim thanks rajuvetta lalettan thakarthu,Positive
2778, pirates of caribian Alle etu atanta angana,Neutral
2779, ikkaaa vere leval anuu ....  i m waitingg for madhura raja,Positive
2780, Movie kandathine shesham vannavarundengii adiyada oru Madura like,Neutral
2781,Pls watch Mammokka,Neutral
2782, Ith  ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho,Positive
2783, ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.,Positive
2784, Janapriya Nayakante Pakka Family Entertainer Superb Trailer,Positive
2785,Mammookka pilker undo evide ....adikkadaaa like,Neutral
2786,Traileril ninu thanne manassilayi aval evideya ullathennu,Neutral
2787,1:11 a simple loook enna poweraaa!!!!,Positive
2788,Mass enn paranjal pora... Marana mass,Positive
2789,Do panjavarna tatha kandu karajhatha vendum karayipiko ?,Neutral
2790, Newer comment kanan vannavar like chey,Neutral
2791, oru rakshayillaaaaaaaaaaa . mass nte extreme,Positive
2792, Ithu kalakum illengil cinima kanunath nirutum,Positive
2793, Mammooka fans vedipooram .. vanne .. Adi like makkale,Neutral
2794, 17 k views 118 k like ??,Neutral
2795, Theaterukal origiko June 16 house full perumazayayirikum,Positive
2796, Ariyaalo she is vare lavl  katta waiting ikkka,Neutral
2797, Trailer Valare ishtai,Positive
2798, mammukka fanzz  ividea vannu like Adikkdaa,Positive
2799, Ini Angam Mamukkayum Lalettanum Thamilalla... Mollywoodum Mattu Film industry um thamillanu.,Neutral
2800, edakku vannu kanukayum viewsum nokkunnathum arokke mammookka,Positive
2801,Ningalk enthenkilum urjam tharunundo aa bgm.undenkil adi like,Neutral
2802,Ethine velluna oru cinema inni oru 5-6 varshatheku iranigila heaviest of heaviest   Bramandamass  Ennu urapullavar like adikuka,Positive
2803, Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl,Positive
2804, Costumes Irshad khan Cherukunnuijj Poli mutheeee,Positive
2805,Kandittum kandittum mathi varunnillaalo ee sangathi,Positive
2806, Late ayappo excitment koodyavar like adi,Neutral
2807, Mohanlal fans nu like addekannulla sthallam,Neutral
2808, Ith joyettan mass aaya item aanalo,Positive
2809, ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM,Positive
2810, ഒടിയൻ polee avilllaa urapppa     lalettaaa pwolich onnum parayanillaa,Positive
2811, Friendship day k oru cake vangi koduk...🤣🤣,Neutral
2812,aaa dislike adikkunnavanmar verarumalla complete actorinte sperm,Negative
2813,Maass.trailer ennu paranja ithaanU makkale.....katta waitinG for #Lucifer,Positive
2814, trailer verunnathinu munpu dislike cheythavarkkum ikka hatersintem nenju thulakkunna unda  ayirikkum eee film ennu urapp ollavar adi like,Neutral
2815, NJANUM ENTTE KALI KARUM VERUM STRONG ELA TRIPPIL STRONG.     IKKA FANS LIKE ADIK 2..3STRONG IKKA,Neutral
2816, Arenkilum oru karayam sredhicho narasimham film ile bgm  puthiya rupathilakki,Neutral
2817,Pirates of Caribbean njammalum kandkknun parayan paranju!,Neutral
2818,katta ikka fansinte fb page anu support,Neutral
2819,Oo ikkkaa polichu enikk uraappaa 100cr ethavum maasssyaaa trailer oru raksyumillaaa ikkaa,Positive
2820, YouTube vare hang aaki ikkede piller,Positive
2821, Sound athu screenil kanam  lalettan polikkum,Positive
2822, Muppathil kooduthal thavana kanda njanalle sherikkum mess,Positive
2823, Ithu oru onnonnara item anu makane ee........Mass alla athukkum meleee.....,Positive
2824, 6 mani aayillenkil polum ippozhe wait cheyyunna katta ettan fans like adichittu poo,Neutral
2825, Rajayum pillerum stronga fourble strong waiting madhuraraja,Positive
2826, NEXT MASS HIT OF LALETTAN...MARANA MASS HIT,Positive
2827, Ente ponneda uvv ee,Positive
2828, Tovino Thomas katta fans  Like adiii..,Neutral
2829, itrem nalum  kathu 6 manikkoor koode kakkam,Positive
2830, vijaricha Pola allallo kidu analla,Positive
2831,മമ്മൂക്ക Birthday  Ethrem neram nokki ninnu.,Neutral
2832,Ee Vishnu  Stephan nedumpally kondupokum athinu oru samashavum Venda,Positive
2833, Vivek oberoi best villan powli 🤩🤩🤩,Positive
2834, copy annan,Negative
2835, Edakku oru hollywood movie scene keri vanna pole ennikk mathramano thonniyath....?,Neutral
2836, LALETTAN fan Anu  ennalum  IKKA  NiNGAL  vere LEVEL,Positive
2837,Ippam mazha kalamayond mannira nallanam kuthikunund  tovino ippam velland kuthikunnu,Neutral
2838,4M      Views 224K   Likes 32K   Comments  Mamangam Mammookka,Neutral
2839, Ettante katta fans oke Onnu like adiche,Neutral
2840, Itu kandappo roomancham vannavar like adi,Neutral
2841, ente channel onnu subscribe chayyammo,Neutral
2842, Trailer kandu raja polichu oru rakshayum illa,Positive
2843,Padam polikkum nnu manasilakiyavar like adi,Neutral
2844, 300 cr adikkum ennu urappu ullavar like,Neutral
2845, movie kandid veedum trailer kanunnavar undo,Neutral
2846,Singana suryaye vellan oru poo monum Ella,Negative
2847, dislike adikkunna ella myrenmaarrum poyi oomb,Negative
2848, Evde Asif Ali Evde... Kandavar indo?,Neutral
2849, Haneef adeni  Ninakevdunna mone ijjathi kolakolly items kitenne Vere level,Positive
2850, Megastar fans like here  അടിച്ചു pottikkadeyy,Neutral
2851, Ithu polikkum urappa...kidu..... Prithvikoodi undaavanamennu aagrahikkunnu... By a lalettan fan,Positive
2852, Trailerinu munb 7k dislike adichavanmarku ulupundoda,Negative
2853, IKKA PWOLI BGM oru rakshayum illa,Positive
2854, Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa  storong 999,Positive
2855, Ini parayam muruga nee thirnnada ennu,Neutral
2856, ഏട്ടാ......  മാസ്സ്....  ...  വയ്യ....  പൊളി ആണ്......  no.  Words...... luv ഒരു ആയിരം ummmmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive
2857, Madhuraraja 500 cr kerumenn urappullavark like cheyyanulla comment,Neutral
2858, 0:15 sec..... Ho... Romanchification... Ikka pattu padi thimirkkum...,Positive
2859, Mammootty apol guest role ann alle,Neutral
2860,Mudi valarthiya kure aalind....aaa avasanam Vanna payyan eth?,Neutral
2861,Ethu pulimuruganaano  Ha ha ha .....,Negative
2862,Trailer kidu mass marana mass.  Ee padam recordukal thoothuvarrum,Positive
2863, dileep  first day kaanan pokum family aayitt.. dileepinte cinema aanenn paranjalle..ammayum wifeum cinema kanan varukayullu.. ingane aan pandu muthale..,Positive
2864, Dae Ajithaaa copy adikathada Mohan Lal,Negative
2865, Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda,Neutral
2866,Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum,Positive
2867, Ayyo 11 vare wte  cheyyanamalloo,Negative
2868, Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum.,Negative
2869, Prithviraj illenu manasilayi surajine kandillallo. Siddik thirichethiyitund.,Neutral
2870, madhura raja trailerinu surya fansinte ashamsakal,Positive
2871, Mammooka inghale njettichaalo 2019 bilalum ithokke kand romaanjam,Positive
2872,Very nice .mammookka muthaaanu  appo njan fds urappichu.....,Positive
2873, Oru rakshem illa  Romanjam,Positive
2874,Film kanditt trailor kannann vannavar like adiiii,Neutral
2875, Mamangam alla avante apppan vannallum eth vijayikkum,Positive
2876, Iniyum Antonyude 100,Negative
2877,Eth pwolikum .....the complete actor lalettaaaaaaa ....katta waiting for lucifer enna look aa nmle lalettaaa,Positive
2878, Prthvi raj  unni mukundan  aarya  evide....malty   star   chothramu...,Neutral
2879, Ee onam njangal ing edukkuvaa..... ee ittichan...,Positive
2880, Megastar  mammookka  Fanz like adichu polikk,Neutral
2881, Tovinooo tovinoo....... tovinooo tovinoooo masss..kkaa... valliyappaaa.....,Positive
2882, Pulimurugante kurachu scene copy adichu nice aayittu,Neutral
2883, Oru  mikacha thriling movie aavum,Positive
2884, Padam kandathinte shesham trailer kannunna ethra perude onne    like adiche,Neutral
2885, Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar',Negative
2886, Ente ponnoo ejjathi  Ithu malayalathinte oreoru mamangam,Positive
2887, Ikka  Mollywood King  uyir,Positive
2888, Nammude swantham govt model skool...Athoru skool alla oru vigarama,Positive
2889, ലീഡർ K മുരളീധരൻ fans like here,Neutral
2890, trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer,Positive
2891, ithaanu A10...hatersinte vaayil adichu kayatiya adaar item...Lusifer,Positive
2892,Nammal aaytt arudeyum nenjath kerarilla siree,Neutral
2893,Arenkilum oru like tharumo. Punyam kitum,Neutral
2894,Ini idikanda.. urutam.. athu box officenodanu,Positive
2895,Rajakannmar padanaiykum,Neutral
2896, Fight scene kandupidikan Peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa,Neutral
2897, Raju eattanu nthu Patti... Baki ellavrum ndalo. Ennit egneya rajade story avuva,Neutral
2898, 7.3k dislike adichavanmaarod onne parayanollu......  OMKV,Negative
2899, 500 + dislikes .. Endonadey... Endu kandit aane  dislike adkne,Negative
2900, This looks like... Thrishur pooram.,Positive
2901, Like adichoo makkkallle trailer ore *pwoli*,Neutral
2902, Polikum Avasanathe aa varavu ho  Romancham ikka,Positive
2903, Ikkayude johny walker ormma varunnuu vere level,Positive
2904, Mammookem Pillerum Ithil Polikkum Ennu Urapullavar Like Adich Pokko,Neutral
2905, Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams,Negative
2906, oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later,Negative
2907, Mol marikkunnu enn traileril ninn manasilakum,Neutral
2908, Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und,Positive
2909, Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda,Negative
